id,CZE,ENG,FIN,FRE,GER,ITA,POL,POR,RUS,SPA,SWE,SCR,NOR,DUT,LAV
C2350389,růstové diferenciační faktory,Growth Differentiation Factors,,Facteurs de croissance et de différenciation,Wachstums-Differenzierungsfaktor,Fattori di differenziamento della crescita,Czynniki różnicowania wzrostu,Fatores de Diferenciação de Crescimento,РОСТА ДИФФЕРЕНЦИРОВОЧНЫЕ ФАКТОРЫ,Factores de Diferenciación de Crecimiento,Tillväxtdifferentieringsfaktorer,Not Translated[Growth Differentiation Factors],,,
C2938905,senzibilizace centrálního nervového systému,Central Nervous System Sensitization,,Sensibilisation du système nerveux central,"Zentralnervensystem, Sensibilisierung",Sensibilizzazione del sistema nervoso centrale,Sensytyzacja OUN,Sensibilização do Sistema Nervoso Central,НЕРВНОЙ СИСТЕМЫ ЦЕНТРАЛЬНОЙ СЕНСИБИЛИЗАЦИЯ,Sensibilización del Sistema Nervioso Central,Not Translated[Central Nervous System Sensitization],,Sensibilisering av sentralnervesystemet,,
C0006359,buformin,Buformin,Buformiini,Buformine,Buformin,Buformina,Buformin,Buformina,БУФОРМИН,Buformina,Buformin,,,,
C0330777,Wisteria,Wisteria,Wisteria,Wisteria,Wisteria,Wisteria,Słodlin,Wisteria,ВИСТЕРИЯ,Wisteria,Wisteria,,Wisteria,Wisteria,
C4048328,,,,,,,,,,,,,,Cervix-utericarcinoom,
C0301714,aminokyseliny bazické,"Amino Acids, Basic",Emäksiset aminohapot,Acides aminés basiques,"Aminosäuren, basische",Aminoacidi basici,Aminokwasy zasadowe,Aminoácidos Básicos,АМИНОКИСЛОТЫ ОСНОВНЫЕ,Aminoácidos Básicos,"Aminosyror, basiska","Not Translated[Amino Acids, Basic]",,,
C0018591,haplotypy,Haplotypes,Haplotyypit,Haplotypes,Haplotypen,Aplotipi,Haplotypy,Haplótipos,ГАПЛОТИПЫ,Haplotipos,Haplotyper,,Haplotyper,Haplotype,
C0032589,RNA-ligasa (ATP),RNA Ligase (ATP),RNA-ligaasi (ATP),RNA ligase (ATP),RNA-Ligase-(ATP),RNA ligasi (ATP),Syntetaza polirybonukleotydowa ATP,RNA Ligase (ATP),РНК-ЛИГАЗА (АТФ),ARN Ligasa (ATP),RNA-ligas (ATP),,,,
C0022181,isofluorofát,Isoflurophate,Isoflurofaatti,Isoflurophate,Isoflurophat,Isofluorofato,Fluorostygmina,Isoflurofato,ИЗОФЛУРОФАТ,Isoflurofato,Isoflurofat,,,,
C0086948,,,,,,,,,,,,,,Saccharopolyspora erythaea,
C0525035,,,,,,,,,,,,,,c-bcl-1-genen,
C4505109,aktivační mutace,Gain of Function Mutation,,Mutation gain de fonction,Gain-of-Function-Mutation,Mutazione che porta ad un incremento della funzione,Mutacja nabycia funkcji,Mutação com Ganho de Função,МУТАЦИЯ УСИЛЕНИЯ ФУНКЦИИ,Mutación con Ganancia de Función,Not Translated[Gain of Function Mutation],,,,
C0013644,studium farmacie vysokoškolské,"Education, Pharmacy, Graduate",Farmaseuttien jatkokoulutus,Enseignement spécialisé en pharmacie,"Weiterbildung, pharmazeutische",Formazione specialistica in Farmacia,Szkolnictwo farmaceutyczne wyższe,Educação de Pós-Graduação em Farmácia,ОБРАЗОВАНИЕ ФАРМАЦЕВТИЧЕСКОЕ ЗАКОНЧЕННОЕ,Educación de Postgrado en Farmacia,"Specialistutbildning, farmaceuter",,Master i klinisk farmasi,"Opleiding tot apotheker, doctorale",
C0017279,genové produkty gag,"Gene Products, gag",Gag-geenituotteet,Produits du gène gag,"Genprodukte, gag-",Prodotti genici gag,Produkty genowe gag,Produtos do Gene gag,"ГЕНА ПРОДУКТЫ РЕТРОВИРУСОВ, GAG",Productos del Gen gag,gag-genprodukter,,,,
C1096772,exlibris jako téma,Bookplates as Topic,Ex librikset,Ex-libris comme sujet,Exlibris,Ex libris (come argomento),Ekslibrysy,Ex Libris como Assunto,ЭКСЛИБРИСЫ КАК ТЕМА,Ex Libris como Asunto,Exlibris som ämne,,Ex libris som emne,,
C0318290,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,STENOTROPHOMONAS MALTOPHILIA,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,,Stenotrophomonas maltophilia,Xanthomonas maltophilia,
C0949634,protokoly protinádorové léčby,Antineoplastic Protocols,Syöpähoitoprotokollat,Protocoles antinéoplasiques,Antineoplastische Protokolle,Protocolli antineoplastici,Schematy leczenia przeciwnowotworowego,Protocolos Antineoplásicos,ПРОТИВООПУХОЛЕВЫЕ ПРОТОКОЛЫ КЛИНИЧЕСКИЕ,Protocolos Antineoplásicos,Cellgiftsterapi,Not Translated[Antineoplastic Protocols],Anti-cancer behandlingsopplegg,"Protocol, antineoplastisch",
C0026340,modely kardiovaskulární,"Models, Cardiovascular",Kardiovaskulaariset mallit,Modèles cardiovasculaires,"Modelle, kardiovaskuläre",Modelli cardiovascolari,Modele sercowo-naczyniowe,Modelos Cardiovasculares,МОДЕЛИ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ,Modelos Cardiovasculares,Kardiovaskulära modeller,,Kardiovaskulære modeller,"Model, cardiovasculair",
C3887581,"MCM komplex, komponenta 3",Minichromosome Maintenance Complex Component 3,,Composant-3 du complexe de maintenance des minichromosomes,Minichromosome Maintenance-Komplex-Protein 3,Componente 3 del complesso di mantenimento del minicromosoma,Kompleks MCM 3,Componente 3 do Complexo de Manutenção de Minicromossomo,"МИНИХРОМОСОМ ПОДДЕРЖАНИЯ КОМПЛЕКС, КОМПОНЕНТ 3",Componente 3 del Complejo de Mantenimiento de Minicromosoma,Not Translated[Minichromosome Maintenance Complex Component 3],,,,
C0379832,protein HMGA1B,HMGA1b Protein,HMGA1b-proteiini,Protéine HMGA1b,HMGA1b-Protein,Proteina HMGA1b,Białko HMGA1b,Proteína HMGA1b,HMGA1B БЕЛОК,Proteína HMGA1b,HMGA1b-protein,,,,
C0042427,Vatikán,Vatican City,Vatikaani,Cité du Vatican,Vatikanstadt,Città del Vaticano,Watykan,Cidade do Vaticano,ВАТИКАН,Ciudad del Vaticano,Vatikanstaten,VATIKAN,Vatikanstaten,Vaticaanstad,
C0772093,Saccharomyces boulardii,Saccharomyces boulardii,,Saccharomyces boulardii,Saccharomyces boulardii,Saccharomyces boulardii,Saccharomyces boulardii,Saccharomyces boulardii,SACCHAROMYCES BOULARDII,Saccharomyces boulardii,Saccharomyces boulardii,,Saccharomyces boulardii,,
C1028188,Peronospora,Peronospora,Peronospora,Peronospora,Peronospora,Peronospora,Peronospora,Peronospora,ПЕРОНОСПОРА,Peronospora,Peronospora,,Peronospora,Peronospora,
C0060095,proteiny vázající mastné kyseliny,Fatty Acid-Binding Proteins,Rasvahappoja sitovat proteiinit,Protéines de liaison aux acides gras,Fettsäurebindungsproteine,Proteine leganti gli acidi grassi,Białka wiążące kwasy tłuszczowe,Proteínas de Ligação a Ácido Graxo,ЖИРНЫЕ КИСЛОТЫ-СВЯЗЫВАЮЩИЕ БЕЛКИ,Proteínas de Unión a Ácidos Grasos,Fettsyrabindande proteiner,,Not Translated[Fatty Acid-Binding Proteins],,
C0028216,nitrovin,Nitrovin,Nitroviini,Nitrovin,Nitrovin,Nitrovina,Nitrovin,Nitrovin,НИТРОВИН,Nitrovin,Nitrovin,,,,
C0003035,anilidy,Anilides,Anilidit,Anilides,Anilide,Anilidi,Anilidy,Anilidas,АНИЛИДЫ,Anilidas,Anilider,ANILIDI,Not Translated[Anilides],,
C0078802,Zn-alfa-2-glykoprotein,Zn-Alpha-2-Glycoprotein,,Zn-alpha-2-Glycoprotein,Zink-alpha-2-Glykoprotein,,Alfa-2-glikoproteina cynkowa,Glicoproteína Zn-alfa-2,ZN-АЛЬФА-2-ГЛИКОПРОТЕИН,Zn-alfa-2-Glicoproteína,,,,,
C0002488,amidohydrolasy,Amidohydrolases,Amidohydrolaasit,Amidohydrolases,Amidohydrolasen,Amidoidrolasi,Amidohydrolazy,Amidoidrolases,АМИДОГИДРОЛАЗЫ,Amidohidrolasas,Amidohydrolaser,Not Translated[Amidohydrolases],Amidohydrolaser,,
C0034788,receptory antigenů,"Receptors, Antigen",Antigeenireseptorit,Récepteurs aux antigènes,"Rezeptoren, Antigen-",Recettori per l'antigene,Receptory antygenów,Receptores de Antígenos,РЕЦЕПТОРЫ К АНТИГЕНУ,Receptores de Antígenos,Antigenreceptorer,"Not Translated[Receptors, Antigen]","Not Translated[Receptors, Antigen]",,
C0037917,spina bifida cystica,Spina Bifida Cystica,Selkärankatyrä,Spina bifida cystica,Spina bifida cystica,Spina bifida cistica,Rozszczep kręgosłupa torbielowaty,Espinha Bífida Cística,SPINA BIFIDA КИСТОЗНАЯ,Espina Bífida Quística,Spina bifida cystica,,Spina bifida cystica,Spina bifida manifesta,
C0001407,adenin,Adenine,Adeniini,Adénine,Adenin,Adenina,Adenina,Adenina,АДЕНИН,Adenina,Adenin,,Adenin,,
C0005927,,,Ihmisen ja lemmikin välinen riippuvaisuus,,,Legame uomo-animale da compagnia,,,,,,,Menneske-kjæledyr-binding,,
C0027078,myoglobin,Myoglobin,Lihaspuna,Myoglobine,Myoglobin,Mioglobina,Mioglobina,Mioglobina,МИОГЛОБИН,Mioglobina,Myoglobin,MIOGLOBIN,Myoglobin,,
C0717758,etanercept,Etanercept,,Étanercept,Etanercept,Etanercept,Etanercept,Etanercepte,ЭТАНЕРЦЕПТ,Etanercept,Etanercept,,Etanercept,,
C1138415,5'-terminální oligopyrimidinová sekvence RNA,RNA 5' Terminal Oligopyrimidine Sequence,RNA 5' terminaalinen oligopyrimidiinisekvenssi,Séquence d'oligopyrimidines en région 5' terminale d'ARN,RNA-5'-terminale Oligopyrimidinsequenz,Sequenza oligopirimidinica del 5' dell'RNA,Sekwencja oligopirymidynowa terminalna 5'RNA,Sequência de Oligopirimidina na Região 5' Terminal do RNA,РНК 5'-КОНЦЕВЫЕ ОЛИГОПИРИМИДИНОВЫЕ ПОСЛЕДОВАТЕЛЬНОСТИ,Secuencia de Oligopirimidina en la Región 5' Terminal del ARN,Not Translated[RNA 5' Terminal Oligopyrimidine Sequence],,,RNA 5'-terminale oligopyrimidinesequentie,
C0996862,vigna,Vigna,,Vigna,Vigna,Vigna,Wspięga chińska,Vigna,ВИГНА,Vigna,Not Translated[Vigna],,Vigna,,
C0040113,thymus,Thymus Gland,Kateenkorva,Thymus (glande),Thymus,Ghiandola del timo,Grasica,Timo,ТИМУС,Timo,Bräss,TIMUS,Tymus,Thymus,Aizkrūtes dziedzeris
C0034896,rektum,Rectum,Peräsuoli,Rectum,Rektum,Retto,Odbytnica,Reto,ПРЯМАЯ КИШКА,Recto,Ändtarm,REKTUM,Endetarm,Rectum,Taisnā zarna
C0004022,aspartát-tRNA-ligasa,Aspartate-tRNA Ligase,Aspartaatti-tRNA-ligaasi,Aspartate-tRNA ligase,Aspartyl-tRNA-Ligase,Aspartato-tRNA ligasi,Ligaza asparaginiano-tRNA,Aspartato-tRNA Ligase,АСПАРТАТ-ТРНК-ЛИГАЗА,Aspartato-ARNt Ligasa,Aspartat-tRNA-ligas,,,,
C0026035,mikrochirurgie,Microsurgery,Mikrokirurgia,Microchirurgie,Mikrochirurgie,Microchirurgia,Mikrochirurgia,Microcirurgia,МИКРОХИРУРГИЯ,Microcirugia,Mikrokirurgi,MIKROKIRURGIJA,Mikrokirurgi,Microchirurgie,
C0029200,virus orf,Orf virus,Orf-virus,Virus de la dermatite pustuleuse contagieuse ovine,Orfvirus,Virus della dermatite pustolare contagiosa,Wirus orf,Vírus do Orf,ОРФ ВИРУС,Virus del Orf,Orfvirus,,,"Virus, Ecthyma-",
C0445656,Pediococcus pentosaceus,Pediococcus pentosaceus,,Pediococcus pentosaceus,Pediococcus pentosaceus,Pediococcus pentosaceus,Pediococcus pentosaceus,Pediococcus pentosaceus,PEDIOCOCCUS PENTOSACEUS,Pediococcus pentosaceus,Pediococcus pentosaceus,,Pediococcus pentosaceus,,
C0036505,mazové žlázy,Sebaceous Glands,Talirauhaset,Glandes sébacées,Talgdrüsen,Ghiandole sebacee,Gruczoły łojowe,Glândulas Sebáceas,САЛЬНЫЕ ЖЕЛЕЗЫ,Glándulas Sebáceas,Talgkörtlar,ŽLIJEZDE LOJNICE,Talgkjertler,Talgklier,Not Translated[Sebaceous Glands]
C2350479,receptory spouštějící přirozenou cytotoxicitu,"Receptors, Natural Cytotoxicity Triggering",,Récepteurs de déclenchement de cytotoxicité naturelle,"Rezeptoren, natürliche Zytotoxizität auslösende",Recettori NCT,Receptory RNCT,Receptores Desencadeadores da Citotoxicidade Natural,РЕЦЕПТОРЫ ЕСТЕСТВЕННОЙ ЦИТОТОКСИЧНОСТИ ИНИЦИИРОВАНИЯ,Receptores Gatillantes de la Citotoxidad Natural,"Not Translated[Receptors, Natural Cytotoxicity Triggering]",,,,
C0026943,Mycoplasmataceae,Mycoplasmataceae,Mycoplasmataceae,Mycoplasmataceae,Mycoplasmataceae,Mycoplasmataceae,Mycoplasmataceae,Mycoplasmataceae,MYCOPLASMATACEAE,Mycoplasmataceae,Mycoplasmataceae,Not Translated[Mycoplasmataceae],Mycoplasmataceae,Mycoplasmataceae,
C0011243,delta-krystaliny,delta-Crystallins,Deltakristalliinit,Cristallines-delta,Delta-Kristalline,Delta cristalline,Krystaliny delta,delta-Cristalinas,ДЕЛЬТА-КРИСТАЛЛИНЫ,delta-Cristalinas,Deltakrystalliner,,,,
C1567994,antigeny rostlinné,"Antigens, Plant",Kasviantigeenit,Antigènes végétaux,"Antigene, Pflanzen-",Antigeni delle piante,Antygeny roślin,Antígenos de Plantas,АНТИГЕНЫ РАСТИТЕЛЬНЫЕ,Antígenos de Plantas,Växtantigener,,Planteantigener,,
C0206366,osifikace zadního podélného vazu,Ossification of Posterior Longitudinal Ligament,Selkärangan takimmaisen pitkittäissiteen luutuminen,Ossification du ligament longitudinal postérieur,"Ossifikation, Ligamentum-longitudinale-posterius-",Ossificazione del legamento longitudinale posteriore,Kostnienie więzadła podłużnego tylnego,Ossificação do Ligamento Longitudinal Posterior,ОССИФИКАЦИЯ ЗАДНЕЙ ПРОДОЛЬНОЙ СВЯЗКИ,Osificación del Ligamento Longitudinal Posterior,"Benbildning, bakre longitudinell ligament",,Ossifikasjon av bakre longitudinelle ligament,"Ossificatie, posterior longitudinaal ligament",
C0009365,Colobus,Colobus,Colobus,Colobus,Colobus,Colobus,Colobus,Colobus,КОЛОБУСЫ,Colobus,Colobus,,Colobus,Colobusaap,
C0018061,gonadotropiny,Gonadotropins,Gonadotropiinit,Gonadotrophines,Gonadotropine,Gonadotropine,Gonadotropiny,Gonadotropinas,ГОНАДОТРОПИНЫ,Gonadotropinas,Gonadotropiner,GONADOTROPINI,Gonadotropiner,,
C0002525,esenciální aminokyseliny,"Amino Acids, Essential",Välttämättömät aminohapot,Acides aminés essentiels,"Aminosäuren, essentielle",Aminoacidi essenziali,Aminokwasy podstawowe,Aminoácidos Essenciais,АМИНОКИСЛОТЫ НЕЗАМЕНИМЫЕ,Aminoácidos Esenciales,"Aminosyror, essentiella","AMINOKISELINE, ESENCIJALNE",Essensielle aminosyrer,,
C0001692,Aedes,Aedes,Aedes-hyttyset,Aedes,Aedes,Aedes,Aedes,Aedes,AEDES,Aedes,Aedes,,Aedes,Aedes,
C0039238,sinoatriální nodální reentry tachykardie,"Tachycardia, Sinoatrial Nodal Reentry",Sinussolmukkeen kiertoaktivaatiotakykardia,Tachycardie par réentrée nodale sinoauriculaire,"Tachykardie, Sinusknoten-Reentry-",Tachicardia da rientro nel nodo senoatriale,Częstoskurcz nawrotny węzłowy z-p,Taquicardia por Reentrada no Nó Sinoatrial,ТАХИКАРДИЯ СИНОАТРИАЛЬНАЯ УЗЛОВАЯ РИЭНТРИ,Taquicardia por Reentrada en el Nodo Sinoatrial,SA-nodal återkopplingstakykardi,,Sinusknute-reentrytakykardi,"Tachycardie, sinoatriale 're-entry'-",
C0042131,nemoci dělohy,Uterine Diseases,Kohdun sairaudet,Maladies de l'utérus,Uteruskrankheiten,Malattie dell'utero,Choroby macicy,Doenças Uterinas,МАТКИ БОЛЕЗНИ,Enfermedades Uterinas,Livmodersjukdomar,UTERINE BOLESTI,Uterussykdommer,"Ziekte, uterus-",
C0025228,melibiosa,Melibiose,Melibioosi,Melibiose,Melibiose,Melibiosio,Melibioza,Melibiose,МЕЛИБИОЗА,Melibiosa,Melibios,,,,
C0287221,synaptotagmin II,Synaptotagmin II,Synaptostagmiini II,Synaptotagmine II,Synaptotagmin II,Sinaptotagmina II,Synaptotagmina II,Sinaptotagmina II,СИНАПТОТАГМИН II,Sinaptotagmina II,Synaptotagmin II,,,,
C0022157,isocitrátdehydrogenasa,Isocitrate Dehydrogenase,Isositraattidehydrogenaasi,Isocitrate dehydrogenases,Isocitrat-Dehydrogenase,Isocitrato deidrogenasi,Dehydrogenaza izocytrynianowa,Isocitrato Desidrogenase,ИЗОЦИТРАТДЕГИДРОГЕНАЗА,Isocitrato Deshidrogenasa,Isocitratdehydrogenas,,,,
C0021099,impetigo,Impetigo,Märkärupi,Impétigo,Impetigo,Impetigine,Liszajec,Impetigo,ИМПЕТИГО,Impétigo,Svinkoppor,,Impetigo,Impetigo,
C0015031,etnicita,Ethnicity,Etniset ryhmät,Ethnies,Ethnische Gruppen,Gruppi etnici,Grupy etniczne,Etnicidade,ЭТНИЧЕСКАЯ ПРИНАДЛЕЖНОСТЬ,Etnicidad,Etniska grupper,ETNIČKE GRUPE,Etniske grupper,,
C0085373,Blastocystis hominis,Blastocystis hominis,Blastocystis hominis,Blastocystis hominis,Blastocystis hominis,Blastocystis hominis,Blastocystis hominis,Blastocystis hominis,BLASTOCYSTIS HOMINIS,Blastocystis hominis,Blastocystis hominis,,Blastocystis hominis,Blastocystis hominis,
C0009491,srovnávací studie,Comparative Study,Vertaileva tutkimus,Étude comparative,Vergleichende Studie,Studio comparativo,Badanie porównawcze,Estudo Comparativo,СРАВНИТЕЛЬНЫЕ ИССЛЕДОВАНИЯ,Estudio Comparativo,Jämförande studie,USPOREDNO ISTRAŽIVANJE,Sammenlignende studie,Vergelijkend onderzoek,
C5392095,opakovaná zranění,Reinjuries,,Reblessures,Wiederverletzungen,,Urazy powtórne,Relesões,ПОВТОРНАЯ ТРАВМА,Lesiones de Repetición,Återskador,,,,
C0009456,totální komunikace,"Communication Methods, Total",Kaikkien kommunikaatiomenetelmien käyttö,Méthodes de communication totale,"Kommunikationsmethoden, Gesamt-",Metodi di comunicazione globali,Metody komunikowania się całościowe,Métodos de Comunicação Total,ОБЩЕНИЯ МЕТОДЫ С ЛЮДЬМИ С РАССТРОЙСТВАМИ СЛУХА,Métodos de Comunicación Total,"Kommunikationssätt, alla",,Alle kommunikasjonsmetoder,"Methode, communicatie-, totale",
C1449598,,,,,,,,,,,,,,"IJskap, zee",
C0870283,státní občanství,Citizenship,,Citoyenneté,Staatsangehörigkeit,,Obywatelstwo,Cidadania,ГРАЖДАНСТВО,Ciudadanía,,,,,
C1286385,pracovní výkon,Work Performance,,Efficacité au travail,Arbeitsleistung,Performance lavorativa,Wyniki pracy,Desempenho Profissional,ПРОИЗВОДИТЕЛЬНОСТЬ ТРУДА,Rendimiento Laboral,Arbetsprestation,,Arbeidsprestasjon,,
C0010478,kurikulum,Curriculum,Opinto-ohjelma,Programme d'études,Curriculum,Curriculum,Program nauczania,Currículo,ОБУЧЕНИЕ ПО СПЕЦИАЛЬНЫМ ПРОГРАММАМ,Curriculum,Läroplan,KURIKULUM,Studieplaner,Curriculum,
C1956041,malé podjednotky ribozomu archebakteriální,"Ribosome Subunits, Small, Archaeal",Ribosomien pienet kanta-alayksiköt,Petite sous-unité du ribosome des archéobactéries,"Ribosomen-Untereinheiten, Kleine Archaea-",Subunità minori del ribosoma degli Archea,Podjednostki rybosomowe małe archaea,Subunidades Ribossômicas Menores de Arqueas,РИБОСОМНЫЕ СУБЪЕДИНИЦЫ МАЛЫЕ АРХЕЙ,Subunidades Ribosómicas Pequeñas de Archaea,"Ribosomunderenheter, små, arkeiska",,Små ribosomunderenheter hos Archaea,,
C0541265,mitogenem aktivovaná proteinkinasa 13,Mitogen-Activated Protein Kinase 13,MAP-kinaasi 13,Mitogen-Activated Protein Kinase 13,Mitogen-aktivierte Proteinkinase 13,Proteinchinasi 13 attivata da mitogeni,Kinaza białkowa 13 aktywowana mitogenem,Proteína Quinase 13 Ativada por Mitógeno,МИТОГЕН-АКТИВИРОВАННАЯ ПРОТЕИНКИНАЗА 13,Proteína Quinasa 13 Activada por Mitógenos,Mitogenaktiverat proteinkinas 13,,,,
C0001460,adenosindifosfátglukosa,Adenosine Diphosphate Glucose,Adenosiinidifosfaattiglukoosi,Adénosine diphosphate glucose,Adenosindiphosphat-Glucose,Glucosio di adenosina difosfato,Adenozynodifosforan glukozy,Adenosina Difosfato Glucose,АДЕНОЗИНДИФОСФАТГЛЮКОЗА,Adenosina Difosfato Glucosa,Adenosindifosfatglukos,,,,
C0009152,izotopy kobaltu,Cobalt Isotopes,Koboltti-isotoopit,Isotopes du cobalt,Cobaltisotope,Isotopi di cobalto,Izotopy kobaltu,Isótopos do Cobalto,КОБАЛЬТА ИЗОТОПЫ,Isótopos de Cobalto,Koboltisotoper,"KOBALT, IZOTOPI",Koboltisotoper,,
C0206449,sloučeniny uranu,Uranium Compounds,Uraaniyhdisteet,Composés de l'uranium,Uranverbindungen,Composti dell'uranio,Uranu związki,Compostos de Urânio,УРАНА СОЕДИНЕНИЯ,Compuestos de Uranio,Uranföreningar,,Uranforbindelser,,
C0000812,potrat legální,"Abortion, Legal",Laillinen raskaudenkeskeytys,Interruption légale de grossesse,"Abort, legaler",Aborto legale,Poronienie legalne,Aborto Legal,АБОРТ ЛЕГАЛЬНЫЙ,Aborto Legal,Legal abort,"ABORTUS, LEGALNI",Legal abort,"Abortus, legale",
C0242840,Byzanc,Byzantium,Bysantti,Byzance,Byzanz,Bisanzio,Bizancjum,Bizâncio,ВИЗАНТИЯ,Bizancio,Bysans,,Bysantinske rike,Byzantium,
C0031065,perinefritida,Perinephritis,Perinefriitti,Périnéphrite,Perinephritis,Perinefrite,Zapalenie okołonerkowe,Perinefrite,ПЕРИНЕФРИТ,Perinefritis,Perinefrit,,Perinefritt,Perinefritis,
C0026140,mateřské mléko,"Milk, Human",Äidinmaito,Lait humain,"Muttermilch, menschliche",Latte umano,Mleko kobiece,Leite Humano,МОЛОКО ЖЕНСКОЕ,Leche Humana,Bröstmjölk,"MLIJEKO, HUMANO",Brystmelk,Moedermelk,
C0162732,N-acetylhexosaminyltransferasy,N-Acetylhexosaminyltransferases,N-asetyyliheksoosiaminyylitransferaasit,N-acetylhexosaminyltransferase,N-Acetylhexosaminyltransferasen,N-acetilesosaminiltransferasi,N-acetyloheksozoaminylotransferazy,N-Acetilexosaminiltransferases,N-АЦЕТИЛГЕКСОЗАМИНИЛТРАНСФЕРАЗЫ,N-Acetilhexosaminiltransferasas,N-acetylhexosaminyltransferaser,,,,
C0012151,,,,,,,,,,,,,,Dieselemissies,
C0009334,kolagen typ IX,Collagen Type IX,Tyypin IX kollageeni,Collagène de type IX,Kollagen Typ IX,Collagene di tipo IX,Kolagen typ IX,Colágeno Tipo IX,КОЛЛАГЕН ТИПА IX,Colágeno Tipo IX,Kollagen typ IX,KOLAGEN TIPA IX,,,
